review	rating
خدمة غير مناسبة	1
اكل جيد وخدمة جيده واسعار ممتازه	4
مطعم يتميز بمساحات كبيرة وطعام شرقي لذيذ ومتنوع بالاضافة الى الحلويات والفاكهة	4
ريستوران بالضم و الفرز طرابلس لبنان	4
أسعاره فوق المتوسط	3
مكان جميل وخدمة رائعة👍	5
لديه باقة من المقبلات الرائعة 	5
طييب	5
اكله طيبه وخدمه سريعه والقعده روعه	5
جيد	4
كأنك مرتاح ببيتك	5
لا بأس	1
الاكل لذيذ وأسعار معقولة	5
ممتاز	5
جيد جدا كرم ضيافه و لقمي طيبه و إهتمام أمره	5
مطعم متنوع	4
شي روعة عنجد وووووووواو 	5
رائع	5
وووواوووو	5
مطعم نظيف وانيق وهدمته ممتازة	5
موقع على شارع مهم بطرابلس	3
رائع	5
أنا عم دور عل وظيفه أذ بدكن عل موقف سيارات	5
نايس وكريم	4
جيد	3
مطعم زقرتي 👍	4
ممتاز	5
طعام طيب وجلست هادئه	5
خدمة جيدة	4
سعر مناسب والاكل لذيذ	5
مكان جيد وخدمة ممتازة	5
مطعم مميز في طرابلس يقدم أفضل الوجبات بالنسبة لي	5
بحب المكان ...والخدمة والاهتمام	4
جيد	4
مكان هادئ جميل متناغم يتميز باللباقة و السرعة في تلبية الطلبات 	5
انه جميل جدآ 	5
اسعار حلوه واكلو طيب	5
راايق و نظييف	5
الهدوء والطعام اللذيذ والخدمة المميزة 	4
الافضل بطرابلس	5
مكان جميل 	5
ماشي حالو بس اركيله سيئه	5
رائع	5
رائع ونظيف ولقمه حلوه نكهه خاصه	4
مكان جيد للإفطار وخاصتا لمحبي الحمص والفول والفته على انواعهم	3
يجب على كل من يأتي الى طرابلس …	5
مكان لطيف، طعم رائع، وخدمة جيدة جدا	5
احب الطعام عنده وخصوصا الفتة مع البهارات الماليزية	5
جيد جدا وخدمة ممتازة ولكن نهار الاحد زحمة جدا لموقف السيارات	5
اكل طيب وخدمة ممتازة	5
انه جميل	5
كتيير حلو والخدمة ممتازه والاكل طيب	3
مطعم فول وحمص ممتاز	3
بيقول محمد اليوسف(ابن المرحوم ابو هاني)لزيزه	3
الفول والحمص الطرابلسي مع مراعاة التراث في اختيار شكل المطعم من الداخل	4
مطعم للحمص والفول والفتة	4
جيد وممكن زيارة مع العائله	4
فشل بامتياز	1
لم أزر ذلك المطعم	3
مطعم جيد	3
خدمةجيدة وطعام ممتاز	5
مكان رائع	4
اطيب اكل والله ما حدا بعرف يعمول هك اكل الله يرزقك	5
هادئ جدا	5
وسط	3
طرابلس	5
اكله طيب وسعره معقول	5
جيد جدا	5
رائع	5
مهم	5
في متناول جميع الإمكانيات	4
اطيب ترويقة	5
لذيذ	5
مميز	5
نظافة وطعام لذيذ جدا جدا	5
لذيذ جدا"	5
مكان رائع وجميل ولديه اطلاله رائعه وطعامه لذيذ	5
مطل رائع وطعام لذيذ	5
اطباق شهية و كبيرة و مكان رومانسي	5
جميل نظيف وبدون تدخين	4
الطعام سيء جدا	1
المكان حلو و رواق بعيد عن العجقة و الموتارات، مطل على بحر مينتي (الميناء) و فيك تشوف زيرة الرنكين، العالم الموجودة هون محترمة (شغيلة و زبائن)، الأكل طيب بس الصاص تبعيت الدجاج كانت مريئة كتير يا ريت لو دسمة أكتر. مطعم خرج عائلات أو واحد و خطيبتو أو مرتو. برافو هاك مطاعم بترفع من القيمة السياحية لطرابلس الشام و الميناء. 	5
مطعم رائع ومميز بمأكولاته الشهية وموقعه الجميل	5
مطعم طعامه لذيذ ورائع	5
بصراحة انا شاب لبناني عمري 27 سنه عامل تنظيف أو جلي خبره 7 سنوات ابحث عن هذا المجال 70408890 هلال لا يهمني المال	5
جلسه راقيه وأكلو بعقد ونظافه وترتيب وحتى نرجيله غير شكل	5
لزيز	5
ممتاز جدا 	5
مطعم إيطالي يقدم سباكيتي والاسماك	5
رائع جدا اكل طيب اطلالة حلوة 	5
طعامه لذيذ 	4
مشلحين أغلى من فرنسا	5
خساره فيكن. النجمه لا اكل بيتاكل واسعار اغلى من كازينو لبنان يعني حراميه برخصه	1
ممتاز	5
مأكولات مميزة اجواء طبيعية رائعة	5
جيد ومكان مناسب	5
جيد جدآ	5
الخدمة بطيئة والطعام يصل بارد	2
مكان رائع	5
الموقع ممتاز الاسعار سياحية	3
لقد جلسنا في هذا المطعم اكثر من مرة الذي احبه جدا	5
كافية ممتع اسعار عادية بالنسبة لبيروت و انواع مختلفة من المشروبات الباردة و الساخة و مكان مناسب للاصدقاء و العائلات و الشباب	5
مكان جميل	4
جميل وخدمة جيدة	4
أروع المناطق	5
كانت قعدة كتير حلوة	1
جيدة	3
مناسب للعوائل ومنظر جميل	4
هدواء رائع ومكان نظيف وخدمه ممتازه 	5
منطقة جيدة تحتاج إلى عناية	5
غير شكل	5
الاكل ابدا مش طيب .والانارة داخل المطعم .والاسعار مش مدروسة.	1
اكلت. جميل 	3
رائع	5
جيد	5
مكان جيد جيد و مريع	5
بحيرة اصطناعية جميلة فيها بط وقوارب مائية من كافة الأنواع 	5
جيدة	4
قبل يومين تكس علي 03015081	5
طرابلس	5
رائع	5
سرويس دهي كيفيت همه چي عالي	5
الاكل المميز الجلسة المميزة الخدمة الرائعة	5
كرم في الضيافة وزوق في الخدمات مع طعام لذيذ	5
جميل جداوخدمة ممتازة	4
مطعم ٥* لقمة طيبة	5
من اروع مطاعم طرابلس انصح فيه وبشده	5
موقع غير جيد	3
ياهك مطاعم يا إما بلا	5
جيد	5
مطعم راقي ولقمة لذيذة	5
ممتاز	5
مكان رائع الاكل افضل من ممتاز و الاسعار مناسبه و المكان راقي جدا و المطرب ممتاز	5
مطعمي المفضل	5
خدمة ممتازة	5
هل الاسعار مناسبة أو مرتفعة	1
رائع	5
افضل مطعم بطرابلس	5
ريستوران بالضم و الفرز طرابلس لبنان	4
لقمة كتير طيبة خصوصي المنسف والقعدة ولا اروع	5
جيد جدا	5
المكان الاروع .والطعام الامتع والاكثر لذة والخدمة المميزة	5
طعام مميز	4
الطاولات و الكراسي مزعجين جدا بس الخدمة جيدة	3
وسط	3
رائع	5
مكان جيد جدا وراقي	5
مقهى فخمه جميله جدا وطعامها لذيذ	5
يقدم المطعم العديد من الوجبات الجيدة مع وجود قسم خاص للعب الاطفال	4
مقهى مميز وراقي في منطقة مميزة وراقية منطقة الضم والفرز في طرابلس ويتميز بهدوئه وحسن ضيافته وخدمته وراحة زبائنه.	5
قعدة حلوه	3
ممتازة	5
مقهى ولكن مميز …	5
رائع جدا	5
خدمة رائعة و فريق عمل متميّز	5
رائع جدا	5
حلوة	5
مناسب للعائلات 	4
جميل جدا	5
جميل وغالي	3
جيد جدا	4
مكان رائع	5
رائع و جميل جدا الاسعار مناسبه جدا و الجو هادئ	4
هادئ و مقبول	2
لا باس	5
الاكل روعة	5
 مكان مناسب للتنزه	5
مريح	4
جلسة حلوة	5
مطعم جيد الطعام لزيز الخدمه جيده الضيافه ممتازه والسعر مقبول	4
القعده والخدمه ممتازه من المطاعم الراقيه الاكل طعم لذيذ وافضل طبق حلاوه الرز الطرابلسى 👌	4
خدمه ممتازه واكل طيب والاركيله اطيب واطيب شكرا لكل الشباب ومزيد من التقدم	5
طعام جيد ولذيذ وخدمة رائعة انصح الجميع بزيارة المطعم	5
كل شي مميز ما شاء الله	5
المطعم جيد بخدماته وجودة أطعمته وتنوعها	4
The best. Everything is very good. Meals, service, place, price.Le meilleur. Plats, service, endroit, prix. Formidable. الأفضل بعد تجارب متكررة منذ عامين نوعية الطعام ممتازة و الخدمة رائعة والمكان فسيح و مناسب لمختلف المتذوقين والأسعار معتدلة تماما .	5
اللقمة الطيبة ينقصهم ضبط وترتيب موضوع مواقف السيارات اكثر	4
مميز للمأكولات الشرقية والارجيله	5
جيد و لكن تتأخر الخدمة بسبب ضغط الطلبات في الإفطار	3
المطعم كريم وطعامه طيب واسعاره مقبولة	4
مطعم فيه كل المواصفات السعر والجودة…	5
مركز عمل بيع محروقات جملة	5
مطعم رائع	5
اللقمة الطيبة والمميزة	4
روعة	5
أسوأ جرسونية ، الخدمة مزرية ، 	1
رائع 	5
المكان راق و طعامه لذيذ و خدمة ممتازة و لكن...........	4
